#,Player Name,Pos.,GP,G,A,Pts,PIM,"""+/-""",GP,G,A,Pts,PIM,Birthplace,Age
873,Emrick Nolette-Robidoux,R,3,1,0,1,2,-1,1,0,0,0,0,PQ: Vercheres,16
874,Dylan Caron,D,1,0,1,1,0,-1,--,--,--,--,--,PQ: Victoriaville,17
875,Kyan Labbe,G,45,0,1,1,4,0,7,0,0,0,0,PQ: Sherbrooke,18
876,Thomas Prevost,D,1,0,0,0,0,0,--,--,--,--,--,PQ: Chateauguay,17
877,Raphael Dupre,R,1,0,0,0,0,1,--,--,--,--,--,PQ: Repentigny,16
878,Alexis Doucet,R,2,0,0,0,2,0,--,--,--,--,--,PQ: Trois-Rivieres,19
879,Parker Stockseth,G,6,0,0,0,0,0,--,--,--,--,--,MA: Blandford,16
880,Justin Brisebois,G,18,0,0,0,0,0,--,--,--,--,--,PQ: Greenfield Park,18
881,Lewis Gendron,C,62,15,41,56,22,8,6,4,2,6,0,PQ: Sherbrooke,19
882,Reece Peitzsche,L,64,26,21,47,16,9,6,2,2,4,2,NS: Beaver Bank,18
883,Romain Litalien,R,52,17,30,47,33,7,--,--,--,--,--,PQ: Amqui,17
884,Eliot Litalien,C,49,16,18,34,28,-13,4,0,2,2,2,PQ: Amqui,19
885,Lucas Romeo,R,61,16,16,32,86,-1,6,0,1,1,15,ONT: Oakville,20
886,Maxime Sauthier,C,64,13,13,26,34,-1,6,3,1,4,8,Switzerland: Sion,17
887,Noah Jettelson,D,64,4,22,26,20,6,6,0,7,7,0,NY: Mount Kisco,19
888,Adam Klaus,R,59,8,16,24,20,-4,6,0,0,0,2,Czechia: Kladno,17
889,Tomas Lavoie 1,D,24,5,16,21,16,3,--,--,--,--,--,PQ: Repentigny,19
890,Raoul Boilard 2,C,28,9,5,14,29,-7,6,4,4,8,4,PQ: Sherbrooke,19
891,Jacob Hartlin,R,61,7,7,14,14,-10,6,0,2,2,2,NS: Halifax,17
892,Aiden McCullough,D,58,3,10,13,46,-8,6,0,3,3,6,NB: Saint John,18
893,Jacob De Ladurantaye,D,57,2,9,11,10,5,6,0,0,0,4,PQ: Gatineau,17
894,Caden Kelly,R,41,5,5,10,30,-3,6,1,0,1,4,ONT: Mississauga,19
895,Hugo Charron,L,48,4,5,9,51,-4,6,0,0,0,6,PQ: Montreal,17
896,Jack Brauti,D,19,1,8,9,22,0,--,--,--,--,--,ONT: Thornhill,19
897,Will Murphy,D,38,4,4,8,51,6,--,--,--,--,--,PEI: Miscouche,18
898,Rory Pilling,L,51,3,5,8,6,-6,2,0,0,0,0,NS: Glace Bay,18
899,Derek Andrews,C,44,2,6,8,6,-4,6,2,1,3,0,PEI: Hunter River,17
900,Brady Flynn 3,D,33,0,8,8,10,-3,6,0,1,1,2,OH: Columbus,19
901,Blake Burke,L,20,0,7,7,2,-3,--,--,--,--,--,CT: Trumbull,19
902,Sam Rocca,R,19,3,2,5,2,-10,--,--,--,--,--,NB: French Lake,18
903,Felix Hamel,G,38,0,4,4,9,0,5,0,0,0,0,PQ: Trois-Rivieres,20
904,Samuel Kupec,D,55,0,4,4,30,-18,6,0,1,1,12,Slovakia: Michalovce,19
905,Samuel Boyer 4,L,15,2,0,2,2,-9,--,--,--,--,--,PQ: Chateauguay,17
906,Olivier Laverdiere 3,L,17,2,0,2,11,-5,4,0,2,2,2,PQ: Quebec,18
907,Nicholas Holomego,D,18,0,2,2,8,-4,2,0,0,0,0,ONT: Thunder Bay,19
908,Xavier Daigle 1,D,2,1,0,1,0,1,--,--,--,--,--,PQ: Levis,20
909,Logan Quinn,D,6,0,1,1,2,0,--,--,--,--,--,NS: Truro,18
910,Sam Berthiaume,G,1,0,0,0,0,0,--,--,--,--,--,NS: Stellarton,15
911,Noah Levy,D,1,0,0,0,0,1,--,--,--,--,--,PQ: Laval,15
912,Mason Cook,D,2,0,0,0,0,-1,--,--,--,--,--,ONT: Huntsville,17
913,Jax Ginnish,D,4,0,0,0,2,-3,--,--,--,--,--,NS: Membertou,16
914,William Dube,D,6,0,0,0,2,-7,6,0,0,0,2,PQ: Rimouski,16
915,Braeden Van Gelder,D,7,0,0,0,4,-1,--,--,--,--,--,ONT: Toronto,18
916,Connor Towle,G,29,0,0,0,2,0,2,0,0,0,0,CT: Fairfield,19
917,Oleg Kulebiakin,R,64,29,44,73,30,-9,4,0,2,2,7,Russia: St. Petersburg,17
918,Shawn Carrier,L,61,37,28,65,75,-22,4,0,2,2,4,PQ: Trois-Rivieres,18
919,Quinn Kennedy,C,61,31,25,56,50,-28,4,3,0,3,6,NS: Upper Tantallon,19
920,Owen Phillips,D,64,6,35,41,18,-11,4,0,0,0,4,NS: Hammonds Plains,19
921,Liam Kilfoil,C,56,14,25,39,10,-2,4,0,1,1,0,NB: Quispamsis,18
922,Jasu Mensonen,L,64,9,24,33,18,-1,2,0,1,1,4,Finland: Imatra,18
923,Daniel Walters,C,63,15,15,30,110,-14,4,1,0,1,12,NS: Halifax,17
924,Caylen Blake,L,58,12,15,27,40,-16,4,0,1,1,6,NFLD: Corner Brook,17
925,Samuel Rousseau,L,34,14,12,26,34,-12,4,0,1,1,9,PQ: Saint-Eustache,20
926,Connor MacPherson,R,64,12,14,26,47,-5,4,0,0,0,0,ONT: Windsor,20
927,Malik L'Italien,D,64,4,20,24,28,-13,4,0,0,0,0,PQ: Montreal,16
928,Carlos Handel,D,44,3,19,22,30,-20,--,--,--,--,--,Germany: Erlangen,18
929,Eddy Doyle,D,59,2,16,18,16,-11,4,0,0,0,2,PEI: Tignish,17
930,Amelio Santini,R,63,6,6,12,12,-9,4,0,0,0,0,PQ: Cote-Saint-Luc,17
931,William Bent,R,37,4,7,11,2,-21,--,--,--,--,--,MA: Dover,17
932,Cameron Minella,D,64,3,6,9,10,-10,4,0,0,0,0,CT: Darien,16
933,Patrick McNab,C,60,3,4,7,16,-21,4,0,0,0,2,PQ: Beaconsfield,18
934,Lincoln Waugh,D,27,2,5,7,15,-4,4,0,0,0,0,PEI: Summerside,19
935,Paulo Gualberto,C,40,2,5,7,8,-8,4,0,0,0,0,MA: Barnstable,16
936,Brendan Espenell,D,27,0,5,5,16,-11,4,0,0,0,2,MAN: Winnipeg,18
937,Mathieu Taillefer 1,D,21,1,3,4,22,8,--,--,--,--,--,ALTA: Lake Newell,19
938,Antoine Fontaine,R,19,1,0,1,0,-9,--,--,--,--,--,PQ: Granby,19
939,Sam Madgett,G,--,--,--,--,--,--,1,0,0,0,0,NS: Stillwater Lake,18
940,Jordan Shaw,R,1,0,0,0,2,0,--,--,--,--,--,PEI: Coleman,18
941,Ryan Fletcher,D,2,0,0,0,0,0,2,0,0,0,0,NS: Brookfield,19
942,Alec Nasreddine,L,5,0,0,0,0,2,--,--,--,--,--,NJ: Mountainside,18
943,Cole MacLeod,C,6,0,0,0,0,-3,--,--,--,--,--,NS: Porters Lake,17
944,Justin Chiras,D,23,0,0,0,4,-12,--,--,--,--,--,NH: Bedford,18
945,Nicolas Cirka,G,27,0,0,0,0,0,2,0,0,0,0,PQ: Westmount,17
946,Owen Bresson,G,41,0,0,0,11,0,2,0,0,0,0,NS: Dominion,18
947,Philippe Veilleux,L,64,43,53,96,10,-11,9,5,4,9,2,PQ: St-Bruno de Mortarvi,18
948,Maxime Coursol,R,51,25,44,69,34,-4,9,4,6,10,6,PQ: Mirabel,20
949,Nathan Brisson,L,50,20,44,64,73,7,9,4,5,9,6,PQ: Saint-Eustache,18
950,Benjamin Cossette Ayotte,D,62,4,34,38,34,-15,--,--,--,--,--,PQ: Trois-Rivieres,17
951,Jeremy Leroux,R,62,12,22,34,24,-10,9,1,2,3,2,PQ: Laval,19
952,Alix Durocher,C,35,13,18,31,22,-18,9,3,6,9,14,PQ: Drummondville,19
953,Benjamin Olivier,C,63,10,20,30,18,-15,9,1,2,3,0,PQ: St-Jean-sur-Richelie,17
954,Anthony Pare,D,64,6,24,30,24,-25,9,1,2,3,5,PQ: Rimouski,19
955,Louis-Charles Plourde 1,L,32,12,15,27,14,-6,9,4,5,9,6,PQ: Val-des-Sources,20
956,Samuel Fiala,R,29,12,11,23,25,-10,--,--,--,--,--,Czech Rep.: Prostejov,20
957,Jordan Labelle,L,62,13,7,20,39,-23,9,1,1,2,2,PQ: Mont-Tremblant,18
958,Josh Demers,L,62,9,10,19,22,-4,9,0,0,0,0,PQ: Levis,17
959,Mathias Bourque,C,56,9,9,18,85,-5,9,0,1,1,11,PQ: Amos,18
960,Hemrick Carbonneau,D,59,5,8,13,27,5,9,0,3,3,0,PQ: Saint-Lazare,18
961,Xavier Daigle 2,D,20,5,7,12,6,0,9,1,5,6,2,PQ: Levis,20
962,Alexis Fortin,D,63,4,5,9,28,-10,9,1,2,3,2,PQ: St-Charles-Borromee,17
963,Esteban Cinq-Mars,D,32,0,9,9,10,-3,9,1,2,3,8,PQ: Longueuil,19
964,Jacob Gouchie,D,45,2,6,8,77,-5,9,0,2,2,12,NB: Moncton,17
965,Sheldon Rioux,R,57,2,6,8,31,-8,9,1,0,1,4,PQ: Val d'Or,18
966,Eduard Bondar,D,59,1,6,7,47,-2,1,0,0,0,0,Russia: Nevinnomyssk,18
967,Etienne Maheu,R,26,3,0,3,29,-5,--,--,--,--,--,PQ: Roxton Pond,17
968,Adam Cavallin 3,C,6,1,2,3,6,1,--,--,--,--,--,ONT: Greely,20
969,Evan Sercerchi,C,43,0,3,3,8,-11,8,1,0,1,0,NB: Woodstock,16
970,James Roberts 3,D,23,2,0,2,4,-4,--,--,--,--,--,PQ: Laval,18
971,Mavrik Duhaime,L,10,1,0,1,8,-2,--,--,--,--,--,PQ: Sherbrooke,18
972,Malik Lacroix,C,3,0,1,1,0,-3,--,--,--,--,--,PQ: Rouyn-Noranda,17
973,Vincent Moreau,G,22,0,1,1,0,0,1,0,0,0,0,PQ: St-Jean-sur-Richeli,17
974,Dominic Schnarr,R,3,0,0,0,0,-1,--,--,--,--,--,NB: Woodstock,16
975,Lucas Martin,C,3,0,0,0,0,-1,--,--,--,--,--,PQ: St-Jean-sur-Richelie,17
976,Charles-Antoine Theriault,C,4,0,0,0,0,-2,--,--,--,--,--,PQ: St-Jean-sur-Richelie,15
977,Emile Beaunoyer,G,52,0,0,0,4,0,8,0,1,1,2,PQ: Drummondville,18
978,Olivier Groulx,C,64,20,46,66,24,0,4,1,1,2,0,PQ: St-Lazare,18
979,Alexis Joseph,C,54,24,36,60,38,-16,4,0,3,3,2,PQ: Lachenaie,16
980,Alexander Donovan,R,63,25,28,53,28,3,4,1,1,2,2,CT: Darien,18
981,Angelo Fullerton,L,61,27,19,46,68,-4,4,2,0,2,2,NB: Quispamsis,20
982,Dylan Rozzi,L,64,20,25,45,10,-20,4,0,0,0,0,PQ: Montreal,17
983,Everett Baldwin,D,62,15,29,44,46,-28,4,0,2,2,2,RI: Providence,18
984,Zach Morin,L,63,17,17,34,59,-7,4,2,0,2,6,PQ: Lachenaie,18
985,Olivier Duhamel,D,58,5,21,26,12,-15,4,0,0,0,2,PQ: Longueuil,17
986,William Yared,C,48,10,15,25,24,-19,3,0,0,0,6,PQ: Mont-Royal,17
987,Olivers Murnieks,C,31,7,13,20,14,-23,--,--,--,--,--,Latvia: Riga,17
988,Elliot Dube 1,C,32,7,7,14,10,-2,--,--,--,--,--,PQ: St-Pascal,18
989,Max Vilen 2,D,27,2,12,14,12,-9,--,--,--,--,--,Sweden: Hammarlov,19
990,Matthew Krayer,L,58,6,7,13,8,-21,3,0,0,0,2,MA: Concord,16
991,Nolann Heroux,C,39,3,10,13,4,-18,4,0,0,0,0,PQ: Montreal,16
992,Julien Wasmer,D,63,1,10,11,34,-25,4,0,1,1,4,PQ: Montreal,20
993,Oskar Drabczynski,D,44,2,8,10,2,10,2,0,0,0,0,CT: Easton,17
994,Bo Damphousse 3,D,28,1,9,10,30,-7,4,0,1,1,2,PQ: Baie-D'Urfe,17
995,Jabez Seymour 4,R,24,6,3,9,24,-3,4,0,0,0,4,NFLD: St. John's,18
996,Maxime Cote 5,L,27,4,4,8,17,-4,3,0,0,0,2,PQ: Sherbrooke,20
997,Jacob Beaulieu 1,R,20,4,3,7,27,-3,--,--,--,--,--,PQ: La Pocatiere,19
998,Cameron Chartrand,D,35,2,5,7,8,-3,4,0,1,1,0,PQ: St-Lazare,17
999,Natan Ethier,L,10,2,4,6,6,0,--,--,--,--,--,PQ: Rosemere,20
1000,Patryk Zubek 6,D,29,0,6,6,18,-9,--,--,--,--,--,Poland: Nowy Targ,18
1001,Vincent Croteau,D,41,2,3,5,34,-7,2,0,0,0,0,PQ: St-Jean-sur-Richelie,18
1002,Egan Beveridge 7,R,26,2,2,4,31,-6,--,--,--,--,--,NH: East Kingston,18
1003,Alexis Gauthier,C,38,0,4,4,16,-12,4,0,0,0,2,PQ: Longueuil,18
1004,Justin Gendron 8,R,14,2,0,2,8,-5,--,--,--,--,--,NB: Dieppe,19
1005,Rafael Courchesne,G,38,0,2,2,2,0,2,0,0,0,0,PQ: Chambly,17
1006,Justin Robinson,G,19,0,1,1,0,0,--,--,--,--,--,PQ: Kipawa,19
1007,Jase MacPherson,G,1,0,0,0,0,0,--,--,--,--,--,PEI: Montague,16
1008,Cole Renaud,L,1,0,0,0,0,0,--,--,--,--,--,PQ: Ste-Julie,16
1009,Jesse Dunlap,D,2,0,0,0,0,1,--,--,--,--,--,NB: Quispamsis,16
1010,Arseny Radkov 3,G,17,0,0,0,7,0,3,0,0,0,0,Belarus: Mogilev,18
1011,Carl-Otto Magnusson 9,D,25,0,0,0,24,2,3,0,0,0,2,Sweden: Onsala,19
1012,Egor Shilov,C,63,32,50,82,29,-11,4,2,3,5,2,Russia: Tyumen,17
1013,Alexei Vlasov,L,64,44,36,80,40,-22,4,3,1,4,2,Russia: Chelyabinsk,17
1014,Alexis Bourque,R,57,21,21,42,24,-9,4,0,1,1,2,PQ: Gatineau,20
1015,Enzo Lottin,R,49,17,25,42,26,-24,4,2,4,6,0,PQ: Trois-Rivieres,17
1016,Thomas Paquet,C,58,15,27,42,38,-23,4,1,2,3,0,PQ: Levis,20
1017,Matheo Lepage,D,60,3,34,37,10,-11,4,0,2,2,0,PQ: Ville-Marie,18
1018,Korney Korneyev 1,L,46,10,23,33,25,-17,4,0,3,3,0,Kazakhstan: Almaty,17
1019,Loik Gariepy,C,58,13,16,29,18,-15,4,1,0,1,2,PQ: Ste-Marthe-sur-le-la,16
1020,Simon-Pier Brunet,D,54,2,24,26,61,-11,4,0,0,0,4,PQ: Gatineau,19
1021,Maddox Labre,D,59,1,19,20,38,-34,--,--,--,--,--,PQ: Coteau-du-Lac,18
1022,Brayden Besner 2,F,31,9,9,18,19,-8,4,1,1,2,0,ONT: Casselman,19
1023,Xavier Sabourin,R,59,8,2,10,54,-25,4,0,0,0,4,PQ: Pincourt,17
1024,Jordan Forget 3,R,26,4,6,10,12,-9,4,0,0,0,0,Switzerland: Penthaz,19
1025,Maxime Lambert,C,55,3,7,10,32,-22,4,0,0,0,8,PQ: Thetford Mines,19
1026,Jeremy Belleau,L,35,4,4,8,14,-11,--,--,--,--,--,PQ: Quebec,19
1027,Deryk Lemaire,L,61,3,5,8,16,-26,4,0,0,0,0,PQ: Drummondville,16
1028,Maxime Dodier,D,61,1,4,5,29,-23,4,0,0,0,2,PQ: Thetford Mines,17
1029,Dominik Necak 4,D,31,0,4,4,12,-20,4,0,0,0,0,PQ: Mirabel,17
1030,Arno Delisle,R,50,0,4,4,55,-15,--,--,--,--,--,PQ: St-Ubalde,18
1031,Olivier Laverdiere 5,L,20,1,2,3,18,-6,--,--,--,--,--,PQ: Quebec,18
1032,Nathan Nadeau 6,D,26,1,2,3,32,-4,4,0,0,0,2,ONT: Navan,19
1033,Zakary Savoie,R,30,0,3,3,35,-7,--,--,--,--,--,NFLD: St-John's,17
1034,Brady Flynn 5,D,24,1,1,2,4,-6,--,--,--,--,--,OH: Columbus,19
1035,Cohen Paquet,D,39,1,1,2,45,-15,4,0,0,0,4,PQ: Quebec,16
1036,Anthony Blouin,R,7,0,2,2,2,0,--,--,--,--,--,PQ: La Prairie,18
1037,Alain Bourdeau,D,15,0,1,1,7,-4,--,--,--,--,--,PQ: Gatineau,17
1038,Gabriel D'Aigle,G,39,0,1,1,0,0,4,0,0,0,0,PQ: Sorel-Tracy,18
1039,Felix Langlois,G,1,0,0,0,0,0,--,--,--,--,--,PQ: Quebec,18
1040,Luka Charbonneau,G,1,0,0,0,0,0,--,--,--,--,--,PQ: St-Jean-sur-Richelie,18
1041,Mathys Panneton,D,1,0,0,0,0,-2,--,--,--,--,--,PQ: Terrebonne,17
1042,Louis-Felix Guay,D,2,0,0,0,0,-1,--,--,--,--,--,PQ: Saint-Bruno-de-Monta,15
1043,Theo Gravel,C,3,0,0,0,0,-2,--,--,--,--,--,PQ: Ste-Martine,18
1044,Etienne Dupere,R,4,0,0,0,0,-2,--,--,--,--,--,PQ: Quebec,18
1045,Anthony Catanzariti,G,30,0,0,0,0,0,--,--,--,--,--,PQ: Laval,17
1046,Justin Boisselle,R,63,17,18,35,20,-30,7,0,1,1,2,PQ: Lery,20
1047,Nicholas Petrut,C,61,10,23,33,24,-27,5,0,2,2,0,PQ: Sainte-Foy,18
1048,Maxim Dube,C,61,15,17,32,63,-5,7,2,0,2,8,PQ: Gatineau,17
1049,Gabriel Seguin,C,55,11,11,22,21,-12,7,2,1,3,0,PQ: Salaberry-de-Valleyfield,19
1050,Simon-Xavier Cyr,C,64,9,13,22,37,-8,7,2,0,2,2,PQ: Sherbrooke,17
1051,Jeremie Dumas-Larouche,D,63,5,16,21,49,-35,7,0,4,4,2,PQ: Sherbrooke,20
1052,Louis-Etienne Halley,R,57,7,12,19,8,-21,7,0,2,2,2,PQ: Ste-Therese,16
1053,Maxime Cote 1,L,29,6,11,17,25,-8,--,--,--,--,--,PQ: Sherbrooke,20
1054,Peter Legostaev,C,31,8,8,16,18,-17,--,--,--,--,--,ONT: Ottawa,17
1055,Jan Golicic 2,D,29,1,14,15,24,-15,--,--,--,--,--,Slovenia: Jesenice,19
1056,Giovanni Collin,L,45,5,8,13,39,-15,6,0,0,0,2,PQ: St-Lazare,18
1057,Dylan Allie,C,34,6,6,12,10,-22,7,5,2,7,4,PQ: Gatineau,17
1058,Finn Barton,R,39,5,7,12,14,-1,7,0,1,1,6,ONT: Kinburn,18
1059,Ethan Cox,L,47,5,5,10,4,-7,7,0,0,0,2,MA: Westborough,19
1060,Alex Dagenais,R,48,5,5,10,70,-15,7,2,1,3,2,PQ: Gatineau,16
1061,Justin Blais,D,39,2,8,10,34,-9,7,0,1,1,6,PQ: Port-Daniel,17
1062,Noah Florent,R,35,4,3,7,2,-16,7,1,1,2,0,PQ: Quebec,17
1063,Zakary Horvat-Edouard,C,24,3,4,7,12,-7,--,--,--,--,--,PQ: Montreal,16
1064,Zachary Roussy,D,41,3,4,7,42,-9,--,--,--,--,--,PQ: Chambly,17
1065,Drew McLennan,D,56,0,7,7,20,-7,7,0,2,2,2,ONT: Oshawa,18
1066,Michel Myloserdnyy,D,59,1,5,6,90,-18,7,0,1,1,18,PQ: Boucherville,17
1067,Alexandre Carbonneau 3,D,27,3,2,5,18,-11,7,0,3,3,10,PQ: Saint-Isidore-de-Lap,19
1068,Yan Gaudreau 4,D,28,2,3,5,12,-12,7,0,1,1,4,ONT: Embrun,20
1069,Charles Desmet,R,10,2,0,2,7,0,--,--,--,--,--,PQ: Mirabel,18
1070,Wassim Rabbath,D,18,1,1,2,4,-4,--,--,--,--,--,PQ: St-Hubert,17
1071,Lev Gaponov 5,C,20,1,1,2,4,-4,--,--,--,--,--,Russia: Omsk,17
1072,Nathan Nadeau 6,D,26,1,1,2,32,8,--,--,--,--,--,ONT: Navan,19
1073,Isaiah Parent,R,6,0,1,1,0,-1,--,--,--,--,--,PQ: Montreal,20
1074,Alex Levasseur,C,9,0,1,1,2,-2,--,--,--,--,--,NB: Edmunston,18
1075,Clement Landry,D,11,0,1,1,6,-5,--,--,--,--,--,PQ: Montreal,16
1076,Zackarie Michaud,C,16,0,1,1,0,-5,3,0,0,0,0,NB: Grand Falls,18
1077,Case Hennessy,D,1,0,0,0,0,1,--,--,--,--,--,ONT: Ottawa,16
1078,Maxim Hamel,G,1,0,0,0,0,0,--,--,--,--,--,PQ: Cantley,16
1079,Nathan St. Pierre 7,G,9,0,0,0,0,0,--,--,--,--,--,PQ: Montreal,19
1080,Finn Moffett,G,13,0,0,0,0,0,1,0,0,0,0,ONT: St. Catharines,18
1081,Danai Shaiikov,G,50,0,0,0,6,0,7,0,0,0,2,Kazakhstan: Almaty,18
1082,Mathys Dube,C,64,22,21,43,40,-39,--,--,--,--,--,PQ: Rimouski,18
1083,Luke Patterson,C,62,13,17,30,61,-43,--,--,--,--,--,NB: Moncton,20
1084,Liam Lefebvre 1,C,34,15,14,29,46,-8,--,--,--,--,--,PQ: Montreal,18
1085,Lou Levesque 2,L,34,9,17,26,10,-7,--,--,--,--,--,PQ: Saint-Jerome,19
1086,Emile Duquet,C,62,8,17,25,22,-33,--,--,--,--,--,PQ: Saint-Anselme,20
1087,Evan Depatie 3,D,30,9,12,21,37,-1,--,--,--,--,--,PQ: Granby,19
1088,Luca Nappiot,D,52,5,15,20,36,-30,--,--,--,--,--,Switzerland: St-Imier,18
1089,Thomas Belzil,R,41,8,10,18,12,-15,--,--,--,--,--,PQ: Trois-Rivieres,19
1090,Dovydas Jukna,L,45,8,9,17,39,-24,--,--,--,--,--,Lithuania: Klaipeda,18
1091,Logan Roop,L,62,9,7,16,56,-26,--,--,--,--,--,NS: Brookfield,18
1092,Zack Arsenault,R,58,9,5,14,14,-43,--,--,--,--,--,PQ: Quebec,16
1093,Connor Sturgeon,D,50,3,10,13,53,-24,--,--,--,--,--,NB: Moncton,18
1094,Rafael Cloutier 4,L,27,5,7,12,38,-18,--,--,--,--,--,ONT: Hawkesbury,18
1095,Jack Martin,D,28,5,7,12,13,-4,--,--,--,--,--,NB: Upper Coverdale,20
1096,Alex Masse,L,55,5,7,12,8,-19,--,--,--,--,--,PQ: Rimouski,17
1097,Justin Beaulieu,D,62,3,8,11,16,-41,--,--,--,--,--,PQ: Quebec,16
1098,Benjamin Rioux,D,50,1,10,11,18,-27,--,--,--,--,--,ONT: Ottawa,18
1099,Samuel Thibault,R,50,3,7,10,6,-17,--,--,--,--,--,PQ: Levis,17
1100,Olivier Theberge,D,35,1,9,10,44,-23,--,--,--,--,--,PQ: Quebec,20
1101,Lev Gaponov 5,C,22,2,7,9,16,-18,--,--,--,--,--,Russia: Omsk,17
1102,Oliver Czaja,C,30,2,5,7,6,-4,--,--,--,--,--,CT: Darien,17
1103,Aaron Chipp,L,25,2,4,6,4,-6,--,--,--,--,--,NS: Halifax,17
1104,Anthony Dontigny,C,26,1,5,6,2,-18,--,--,--,--,--,PQ: Shawinigan,17
1105,Charles Genereux,D,17,2,1,3,4,-21,--,--,--,--,--,PQ: Lorraine,16
1106,Malik Bourque-Vigneault,D,6,1,2,3,2,-7,--,--,--,--,--,NB: Dieppe,16
1107,Luka Romaniak,D,25,1,2,3,19,-18,--,--,--,--,--,PQ: L'Ile Bizard,17
1108,Julien Nadeau,D,7,0,3,3,8,-7,--,--,--,--,--,PQ: St-Louis-du-Ha!-Ha!,15
1109,Maxwell Branton,C,33,0,3,3,12,-12,--,--,--,--,--,NFLD: St.John's,16
1110,Raphael Achermann,L,13,0,2,2,4,1,--,--,--,--,--,Switzerland: Fribourg,17
1111,Guillaume Gleason,D,23,0,2,2,4,-9,--,--,--,--,--,PQ: Gatineau,17
1112,Charles-Albert Pouliot,L,4,0,1,1,0,-2,--,--,--,--,--,PQ: St-Georges,17
1113,Owen Kailher,C,6,0,1,1,2,-8,--,--,--,--,--,MA: Boston,16
1114,Mathis Langevin,G,10,0,1,1,0,0,--,--,--,--,--,PQ: Sanit-Zotique,19
1115,William Lacelle 6,G,24,0,1,1,0,0,--,--,--,--,--,PQ: Gatineau,17
1116,Frederik Brisebois,C,1,0,0,0,0,0,--,--,--,--,--,PQ: Longueuil,17
1117,Alexandre Peterson,C,1,0,0,0,0,-2,--,--,--,--,--,NB: Fredericton,17
1118,Jacob St. Cyr,G,2,0,0,0,0,0,--,--,--,--,--,PQ: Shawinigan,17
1119,Justin Vigneault,G,2,0,0,0,2,0,--,--,--,--,--,NB: Moncton,17
1120,Jeremy Turcot,C,2,0,0,0,0,-2,--,--,--,--,--,PQ: Trois-Rivieres,16
1121,Noah Moore,G,9,0,0,0,2,0,--,--,--,--,--,PQ: Chandler,18
1122,Nate Ostridge,D,10,0,0,0,0,-5,--,--,--,--,--,PEI: Stratford,17
1123,Vincent Gladu 7,G,13,0,0,0,0,0,--,--,--,--,--,PQ: Mascouche,18
1124,Dayton Kitchener 8,G,15,0,0,0,0,0,--,--,--,--,--,ONT: Toronto,17
1125,Kyle Powers 1,C,52,15,19,34,68,-24,--,--,--,--,--,ONT: Ottawa,20
1126,Mattias Gilbert,D,64,5,27,32,6,-16,--,--,--,--,--,PQ: St-Bruno-de-Montarvi,19
1127,Adam Cavallin 2,C,47,18,10,28,12,-26,--,--,--,--,--,ONT: Greely,20
1128,Alexis Michaud 3,R,36,10,16,26,10,-15,--,--,--,--,--,PQ: Quebec,19
1129,Jacopo De Luca,C,56,10,15,25,19,-9,--,--,--,--,--,Italy: Aosta,18
1130,Liam Armit,R,60,9,12,21,53,-13,--,--,--,--,--,PQ: Gatineau,16
1131,Shawn Pearson,L,56,8,13,21,89,-22,--,--,--,--,--,PQ: Sherbrooke,20
1132,Kieran Litterick,F,50,10,10,20,20,-30,--,--,--,--,--,ONT: Whitby,19
1133,Gleb Semenov 4,C,38,7,12,19,14,-7,--,--,--,--,--,Russia: Moscow,18
1134,Drew Allison,D,62,2,14,16,41,-21,--,--,--,--,--,NS: Halifax,18
1135,Filip Vlk,L,55,7,7,14,36,-16,--,--,--,--,--,Czechia: Uherske Hradiste,17
1136,Aiden Kirkwood,L,60,2,8,10,28,-26,--,--,--,--,--,PQ: Montreal,17
1137,Robin Benoit 5,C,26,5,4,9,8,-10,--,--,--,--,--,PQ: St-Felicien,18
1138,Samuel Brunet,R,64,2,7,9,51,-38,--,--,--,--,--,PQ: Ste. Marthe,19
1139,Miller Kay,C,28,4,4,8,12,-1,--,--,--,--,--,ONT: Ottawa,19
1140,Biagio Daniele 6,D,28,3,5,8,4,-20,--,--,--,--,--,PQ: Montreal,17
1141,Louis-Charles Plourde 7,L,8,1,7,8,7,-6,--,--,--,--,--,PQ: Val-des-Sources,20
1142,Alexis Mathieu 3,D,31,4,3,7,37,-24,--,--,--,--,--,PQ: Sherbrooke,18
1143,Declan Wotton,L,28,4,2,6,25,-11,--,--,--,--,--,ME: Windsor,16
1144,Joseph Cadorin,L,32,2,4,6,25,-16,--,--,--,--,--,ONT: Kleinburg,18
1145,Zachary Hachey,D,58,3,2,5,28,-17,--,--,--,--,--,PQ: St-Lambert,18
1146,Toby Almstedt,D,19,0,5,5,4,-8,--,--,--,--,--,ONT: Ottawa,17
1147,Justin Gendron 8,R,9,2,2,4,4,-1,--,--,--,--,--,NB: Dieppe,19
1148,Lynden Larsen 6,L,10,2,1,3,13,-3,--,--,--,--,--,PQ: Montreal,17
1149,Matys St. Gelais 6,L,23,2,1,3,21,-10,--,--,--,--,--,PQ: Quebec,16
1150,James Roberts 2,D,24,1,2,3,12,-5,--,--,--,--,--,PQ: Laval,18
1151,William Labranche,R,11,0,3,3,2,-1,--,--,--,--,--,PQ: St-Augustin Desmaure,19
1152,Luca Scartozzi 9,C,4,1,1,2,2,-2,--,--,--,--,--,PQ: Greenfield Park,17
1153,Ryan Dwyer 3,C,15,0,2,2,8,-3,--,--,--,--,--,Sweden: Orebro,18
